ID,linear activation function,rectified linear unit,sigmoid,gaussian error linear unit,softmax,hyperbolic tangent function,softsign function,exponential linear unit,leaky rectified linear unit
10011151001,0,0,1,0,0,0,0,0,0
10011287001,0,0,0,0,0,1,0,0,0
10011458001,0,1,0,0,1,0,0,0,0
10011561001,0,0,0,0,0,1,0,0,0
10011666001,0,1,1,0,1,0,0,0,0
10011719001,0,0,1,0,1,0,0,0,0
10011739001,0,1,0,0,0,0,0,0,0
10011741001,0,0,0,0,1,0,0,0,0
10011776001,0,0,1,0,0,0,0,0,0
10011789001,0,0,0,0,1,1,0,0,0
10011880001,0,1,0,0,1,0,0,0,0
10011908001,0,0,1,0,0,0,0,0,0
10012032001,0,0,1,0,0,0,0,0,0
10012078001,0,1,0,0,0,0,0,0,0
10012079001,0,0,0,0,0,1,0,0,0
10012119001,0,0,1,0,0,0,0,0,0
10012171001,0,0,0,0,1,0,0,0,0
10012491001,0,0,0,0,1,0,0,0,0
10012540001,0,0,1,0,0,0,0,0,0
10012545001,0,1,0,0,0,0,0,0,0
10012570001,0,0,0,0,1,0,0,0,0
10012605001,0,0,0,0,1,0,0,0,0
10012611001,0,1,0,0,1,0,0,0,0
10012612001,0,1,0,0,1,0,0,0,0
10012731001,0,0,1,0,0,0,0,0,0
10012746001,0,0,0,0,1,0,0,0,0
10012757001,0,1,0,0,1,0,0,0,0
10012771001,0,0,1,0,0,0,0,0,0
10012821001,0,1,0,0,1,0,0,0,0
10012885001,0,1,1,0,0,0,0,0,0
10012970001,0,0,1,0,0,1,0,0,0
10013033001,0,0,0,0,1,0,0,0,0
10013188001,0,0,1,0,0,0,0,0,0
10013267001,0,0,0,0,1,0,0,0,0
10013362001,0,0,0,0,0,1,0,0,0
10013419001,0,0,1,0,0,0,0,0,0
10013428001,0,1,0,0,0,0,0,0,0
10013437001,0,0,1,0,0,1,0,0,0
10013493001,0,0,1,0,1,0,0,0,0
10013512001,0,1,0,0,0,0,0,0,0
10013524001,0,0,1,0,0,0,0,0,0
10013574001,1,1,1,0,0,1,0,0,0
10013817001,0,0,1,0,0,0,0,0,0
10013824001,0,0,1,0,0,0,0,0,0
10013825001,0,0,0,0,1,0,0,0,0
10013889001,0,0,0,0,1,0,0,0,0
10013900001,0,0,0,0,0,1,0,0,0
10013909001,0,0,1,0,0,0,0,0,0
10014002001,0,0,0,0,1,0,0,0,0
10014003001,0,0,1,0,0,1,0,0,0
10014022001,0,0,0,0,0,1,0,0,0
10014053001,0,0,0,0,1,1,0,0,0
10014055001,0,0,0,0,0,1,0,0,0
10014061001,0,0,0,0,0,1,0,0,0
10014128001,0,1,0,0,0,1,0,0,0
10014173001,0,0,1,0,0,0,0,0,0
10014188001,0,1,1,0,1,1,0,0,0
10014197001,0,0,0,0,1,0,0,0,0
10014322001,0,1,0,0,1,1,0,0,0
10014332001,0,0,0,0,0,1,0,0,0
10014344001,0,0,1,0,0,0,0,0,0
10014381001,0,0,1,0,0,0,0,0,0
10014387001,0,0,1,0,0,0,0,0,0
10014436001,0,0,1,0,0,0,0,0,0
10014444001,0,0,1,0,1,0,0,0,0
10014465001,0,0,0,0,0,1,0,0,0
10014551001,0,1,0,0,0,0,0,0,0
10014574001,0,0,0,0,1,0,0,0,0
10014590001,0,1,0,0,0,0,0,0,0
10014622001,0,0,0,0,0,1,0,0,0
10014670001,0,0,0,0,1,0,0,0,0
10014717001,0,0,1,0,0,1,0,0,0
10014726001,1,0,0,0,0,0,0,0,0
10014728001,1,0,0,0,0,0,0,0,0
10014788001,0,0,1,0,0,0,0,0,0
10014843001,0,1,0,0,1,0,0,0,0
10014928001,0,1,1,0,1,1,0,0,0
10014963001,0,0,0,0,1,0,0,0,0
10014974001,0,1,1,0,0,0,0,0,0
10014978001,0,1,0,0,0,0,0,0,0
10015047001,0,0,1,0,0,0,0,0,0
10015109001,0,0,1,0,0,0,0,0,0
10015177001,0,1,0,0,0,0,0,0,0
10015252001,0,1,1,0,1,1,0,0,0
10015291001,0,0,1,0,0,0,0,0,0
10015334001,0,0,1,0,0,0,0,0,0
10015361001,0,0,0,0,1,0,0,0,0
10015397001,0,0,0,0,0,1,0,0,0
10015499001,0,0,1,0,0,0,0,0,0
10015561001,0,0,1,0,0,0,0,0,0
10015684001,0,1,0,0,0,1,0,0,0
10015730001,0,0,1,0,0,0,0,0,0
10015743001,0,0,0,0,1,0,0,0,0
10015956001,0,0,1,0,0,0,0,0,0
10015971001,0,0,0,0,1,0,0,0,0
10016061001,0,1,0,0,0,0,0,0,0
10016162001,0,1,1,0,0,0,0,0,0
10016175001,0,1,0,0,0,0,0,0,0
10016226001,0,1,0,0,1,0,0,0,0
10016339001,0,0,1,0,0,0,0,0,0
10016341001,0,0,1,0,0,0,0,0,0
10016420001,0,0,1,0,0,0,0,0,0
10016438001,0,1,0,0,1,0,0,0,0
10016492001,0,0,1,0,0,0,0,0,0
10016507001,0,0,0,0,1,0,0,0,0
10016585001,0,1,0,0,1,0,0,0,0
10016620001,0,0,1,0,0,1,0,0,0
10016648001,0,0,1,0,0,0,0,0,0
10016661001,0,0,1,0,0,0,0,0,0
10016727001,0,1,1,0,0,1,0,0,0
10016754001,0,1,1,0,1,0,0,0,0
10016826001,0,0,1,0,1,1,0,0,0
10016829001,0,1,0,0,1,0,0,0,0
10016836001,0,1,0,0,0,0,0,0,0
10016842001,0,1,0,0,0,0,0,0,0
10016896001,0,1,0,0,0,0,0,0,0
10016919001,0,0,0,0,1,0,0,0,0
10016925001,0,1,0,0,1,0,0,0,0
10016997001,0,0,1,0,1,1,0,0,0
10017008001,0,0,1,0,0,0,0,0,0
10017019001,0,1,1,0,0,0,0,0,0
10017053001,0,1,0,0,1,0,0,0,0
10017095001,0,1,0,0,0,0,0,0,0
10017207001,0,0,1,0,1,0,0,0,0
10017212001,0,0,0,0,1,1,0,0,0
10017228001,0,1,1,0,0,0,0,0,0
10017234001,0,0,0,0,1,1,0,0,0
10017299001,0,0,0,0,1,0,0,0,0
10017380001,0,1,0,0,0,0,0,0,0
10017432001,0,1,0,0,0,0,0,0,0
10017464001,0,0,0,0,1,0,0,0,0
10017468001,0,0,1,0,0,0,0,0,0
10017523001,0,1,1,0,1,1,0,0,0
10017529001,0,0,1,0,0,0,0,0,0
10017534001,0,1,0,0,0,0,0,0,0
10017535001,0,0,0,0,1,0,0,0,0
10017565001,0,0,1,0,0,1,0,0,0
10017616001,0,1,1,0,1,1,0,1,0
10017677001,0,0,1,0,0,0,0,0,0
10017694001,0,0,0,0,0,1,0,0,0
10017771001,0,1,0,0,1,0,0,0,0
10017802001,0,0,0,0,1,0,0,0,0
10017961001,0,0,0,0,1,0,0,0,0
10018121001,0,1,0,0,0,0,0,0,0
10018125001,0,0,0,0,1,0,0,0,0
10018281001,0,1,1,0,0,0,0,0,0
10018291001,0,0,1,0,0,0,0,0,0
10018313001,0,0,1,0,0,0,0,0,0
10018322001,0,0,0,0,1,0,0,0,0
10018342001,0,0,1,0,0,0,0,0,0
10018377001,0,0,1,0,0,0,0,0,0
10018393001,0,0,0,0,1,0,0,0,0
10018395001,0,0,0,0,1,0,0,0,0
10018426001,0,1,0,0,0,1,0,0,0
10018439001,0,1,1,0,1,1,0,0,0
10018440001,0,1,0,0,0,0,0,0,0
10018443001,0,0,0,0,1,1,0,0,0
10018447001,0,0,1,0,0,0,0,0,0
10018596001,0,0,1,0,0,0,0,0,0
10018600001,0,0,0,0,0,1,0,0,0
10018705001,0,1,0,0,1,0,0,0,0
10018727001,0,1,1,0,1,1,0,0,0
10018847001,0,0,0,0,1,0,0,0,0
10018854001,0,0,0,0,1,0,0,0,0
10018925001,0,1,1,0,0,1,0,0,0
10018938001,0,0,1,0,0,0,0,0,0
10019013001,0,1,0,0,1,0,0,0,0
10019016001,0,0,1,0,1,0,0,0,0
10019073001,0,0,1,0,0,0,0,0,0
10019124001,0,0,1,0,0,0,0,0,0
10019125001,0,0,1,0,0,0,0,0,0
10019202001,0,1,1,0,1,0,0,0,0
10019205001,0,1,0,0,1,0,0,0,0
10019244001,0,0,1,0,0,0,0,0,0
10019278001,0,0,1,0,1,0,0,0,0
10019331001,0,0,1,0,0,0,0,0,0
10019395001,0,0,1,0,0,0,0,0,0
10019487001,0,1,0,0,0,0,0,0,0
10019552001,0,0,1,0,0,0,0,0,0
10019554001,0,1,0,0,0,0,0,0,0
10019562001,0,1,0,0,0,0,0,0,0
10019570001,0,1,0,0,1,0,0,0,0
10019619001,0,0,0,0,1,0,0,0,0
10019655001,0,1,0,0,1,0,0,0,0
10019663001,0,0,1,0,0,0,0,0,0
10019664001,0,1,0,0,0,0,0,0,0
10019672001,0,1,1,0,0,0,0,0,0
10019691001,0,0,0,0,1,0,0,0,0
10019706001,0,1,0,0,0,0,0,0,0
10019724001,0,1,0,0,1,0,0,0,0
10019727001,0,0,1,0,0,0,0,0,0
10019764001,0,0,0,0,1,0,0,0,0
10019772001,0,0,1,0,0,0,0,0,0
10019774001,0,0,1,0,0,0,0,0,0
10019810001,0,1,1,0,0,1,0,0,0
10019815001,0,1,1,0,0,1,0,0,0
10019831001,0,0,1,0,0,0,0,0,0
10019850001,0,1,0,0,0,0,0,0,0
10019854001,1,0,0,0,0,0,0,0,0
10019865001,0,0,1,0,0,0,0,0,0
10019894001,0,1,0,0,0,1,0,0,0
10019902001,0,1,0,0,0,0,0,0,0
10019910001,0,0,1,0,0,0,0,0,0
10019932001,0,1,0,0,1,0,0,0,0
10019963001,0,1,1,0,0,0,0,0,0
10019973001,0,0,0,0,1,0,0,0,0
10019992001,0,0,1,0,0,0,0,0,0
10020001001,1,0,0,0,1,0,0,0,0
10020039001,0,0,1,0,1,0,0,0,0
10020052001,0,0,0,0,1,0,0,0,0
10020109001,0,1,0,0,1,0,0,0,0
10020118001,0,1,0,0,1,0,0,0,0
10020127001,0,0,1,0,0,0,0,0,0
10020152001,0,1,1,0,1,0,0,0,0
10020154001,0,1,0,0,0,0,0,0,0
10020203001,0,1,0,0,1,0,0,0,0
10020216001,0,1,1,0,1,1,0,0,0
10020220001,0,1,0,0,1,1,0,0,0
10020227001,0,1,0,0,1,0,0,0,0
10020238001,0,0,1,0,0,0,0,0,0
10020257001,0,1,0,0,0,0,0,0,0
10020258001,0,1,1,0,1,0,0,0,0
10020260001,0,1,0,0,1,0,0,0,0
10020272001,0,0,0,0,1,0,0,0,0
10020326001,0,1,0,0,0,0,0,0,0
10020332001,0,0,1,0,0,0,0,0,0
10020349001,0,1,0,0,1,0,0,0,0
10020430001,0,0,0,0,1,1,0,0,0
10020437001,0,1,0,0,1,0,0,0,0
10020443001,0,1,0,0,1,0,0,0,0
10020462001,0,0,0,0,1,0,0,0,0
10020470001,0,1,1,0,1,0,0,0,0
10020501001,1,0,0,0,0,0,0,0,0
10020527001,0,1,1,0,0,0,0,0,0
10020557001,0,0,0,0,1,0,0,0,0
10020585001,0,0,1,0,1,0,0,0,0
10020613001,0,0,0,0,1,0,0,0,0
10020615001,0,0,1,0,0,0,0,0,0
10020644001,0,0,1,0,0,0,0,0,0
10020683001,0,1,0,0,0,0,0,0,0
10020684001,0,0,0,0,1,1,0,0,0
10020696001,0,1,0,0,1,0,0,0,0
10020716001,0,0,0,0,1,0,0,0,0
10020719001,0,1,0,0,1,0,0,0,0
10020758001,0,1,0,0,1,0,0,0,0
10020813001,0,0,1,0,0,0,0,0,0
10020815001,0,0,0,0,1,0,0,0,0
10020856001,0,1,1,0,0,0,0,0,0
10020867001,0,0,1,0,0,0,0,0,0
10020869001,0,1,1,0,0,0,0,0,0
10020927001,0,1,0,0,1,1,0,0,0
10020974001,0,1,0,0,0,0,0,0,0
10020987001,0,0,1,0,0,0,0,0,0
10020988001,0,1,0,0,0,0,0,0,0
10021023001,0,0,0,0,1,0,0,0,0
10021035001,0,1,0,0,0,1,0,0,0
10021038001,0,1,0,0,0,1,0,0,0
10021063001,0,0,0,0,1,0,0,0,0
10021084001,0,1,0,0,0,0,0,0,0
10021095001,0,0,1,0,0,1,0,0,0
10021101001,0,1,0,0,0,0,0,0,0
10021119001,0,1,0,0,1,0,0,0,0
10021120001,0,1,1,0,1,0,0,0,0
10021122001,0,1,0,0,0,0,0,0,0
10021138001,0,1,0,0,1,0,0,0,0
10021198001,0,1,1,0,1,0,0,0,0
10021210001,0,0,1,0,0,0,0,0,0
10021214001,0,0,0,0,1,0,0,0,0
10021220001,0,1,0,0,0,0,0,0,0
10021224001,0,1,0,0,1,0,0,0,0
10021253001,0,1,0,0,1,0,0,0,0
10021255001,0,0,1,0,1,0,0,0,0
10021257001,0,0,0,0,1,0,0,0,0
10021262001,0,1,1,0,1,1,0,0,0
10021266001,0,0,0,0,1,0,0,0,0
10021285001,0,1,0,0,1,0,0,0,0
10021299001,0,0,1,0,1,0,0,0,0
10021300001,0,0,1,0,0,0,0,0,0
10021326001,0,0,0,0,0,1,0,0,0
10021432001,0,0,0,0,1,0,0,0,0
10021435001,0,0,0,0,1,0,0,0,0
10021477001,0,0,0,0,0,1,0,0,0
10021509001,0,0,1,0,0,1,0,0,0
10021511001,0,0,1,0,0,0,0,0,0
10021555001,0,0,0,0,1,0,0,0,0
10021700001,0,1,0,0,0,1,0,0,0
10021750001,0,1,0,0,1,0,0,1,0
10021772001,0,0,0,0,0,1,0,0,0
10021797001,0,1,0,0,0,0,0,0,0
10021801001,0,0,1,0,0,1,0,0,0
10021858001,0,0,0,0,0,1,0,0,0
10021916001,0,0,1,0,0,0,0,0,0
10021935001,0,0,1,0,1,0,0,0,0
10022004001,0,1,1,0,1,0,0,1,0
10022026001,0,0,1,0,0,0,0,0,0
10022052001,0,1,0,0,1,0,0,0,0
10022141001,0,0,1,0,0,0,0,0,0
10022144001,0,0,0,0,1,0,0,0,0
10022201001,0,1,0,0,1,1,0,0,0
10022203001,0,1,1,0,1,1,0,1,0
10022245001,0,1,1,0,0,0,0,0,0
10022297001,0,1,0,0,0,1,0,0,0
10022309001,0,0,0,0,1,0,0,0,0
10022316001,0,0,0,0,1,0,0,0,0
10022377001,0,0,1,0,1,0,0,0,0
10022456001,0,0,1,0,0,1,0,0,0
10022490001,0,0,1,0,1,0,0,0,0
10022506001,0,0,0,0,1,0,0,0,0
10022516001,0,1,0,0,1,0,0,0,0
10022518001,0,1,0,0,0,0,0,0,0
10022530001,0,0,0,0,1,0,0,0,0
10022610001,0,1,0,0,1,0,0,0,0
10022633001,0,1,1,0,1,1,0,0,0
10022652001,0,1,1,0,0,0,0,0,0
10022677001,0,0,1,0,0,0,0,0,0
10022680001,0,1,0,0,1,0,0,0,0
10022739001,0,1,0,0,1,0,0,0,0
10022763001,0,1,0,0,1,0,0,0,0
10022765001,0,0,0,0,0,1,0,0,0
10022783001,0,1,0,0,0,0,0,0,0
10022796001,0,0,0,0,1,0,0,0,0
10022802001,0,0,1,0,1,1,0,0,0
10022804001,0,1,0,0,1,0,0,0,0
10022807001,0,0,0,0,1,0,0,0,0
10022812001,0,1,0,0,0,0,0,0,0
10022883001,0,1,0,0,1,0,0,0,0
10022896001,0,1,1,0,0,0,0,0,0
10022906001,0,0,0,0,1,0,0,0,0
10022936001,0,0,0,0,1,0,0,0,0
10022956001,0,0,1,0,1,0,0,0,0
10022977001,0,0,1,0,1,0,0,0,0
10023000001,0,0,1,0,0,0,0,0,0
10023035001,0,1,0,0,0,0,0,0,0
10023055001,0,1,0,0,0,0,0,0,0
10023069001,0,1,0,0,0,0,0,0,0
10023081001,0,0,1,0,0,0,0,0,0
10023096001,0,1,0,0,0,0,0,0,0
10023158001,0,0,1,0,0,0,0,0,0
10023165001,0,0,1,0,0,0,0,0,0
10023191001,0,0,1,0,0,0,0,0,0
10023237001,0,0,0,0,1,1,0,0,0
10023260001,0,0,0,0,0,1,0,0,0
10023272001,0,1,1,0,0,0,0,0,0
10023309001,0,0,1,0,0,1,0,0,0
10023342001,0,1,1,0,0,0,0,0,0
10023359001,0,0,1,0,0,0,0,0,0
10023389001,0,0,1,0,1,0,0,0,0
10023427001,0,1,0,0,1,0,0,0,0
10023445001,0,1,0,0,0,0,0,0,0
10023447001,0,1,0,0,0,0,0,0,0
10023487001,0,0,1,0,0,0,0,0,0
10023496001,0,1,0,0,0,0,0,0,0
10023501001,0,1,0,0,1,0,0,0,0
10023556001,0,0,1,0,0,1,0,0,0
10023561001,0,1,0,0,1,0,0,0,0
10023565001,0,1,0,0,1,0,0,0,0
10023587001,0,0,1,0,1,0,0,0,0
10023616001,0,0,1,0,0,0,0,0,0
10023622001,1,0,0,0,0,0,0,0,0
10023632001,0,0,1,0,1,0,0,0,0
10023640001,0,0,0,0,1,0,0,0,0
10023640002,0,1,1,0,1,1,0,0,0
10023642001,0,1,0,0,0,0,0,0,0
10023685001,0,1,0,0,1,0,0,0,0
10023703001,0,0,1,0,0,1,0,0,0
10023709001,0,0,0,0,0,1,0,0,0
10023713001,0,0,0,0,1,1,0,0,0
10023732001,0,0,1,0,1,1,0,0,0
10023744001,0,1,0,0,0,0,0,0,0
10023750001,0,0,1,0,0,0,0,0,0
10023758001,0,0,0,0,1,0,0,0,0
10023765001,0,1,0,0,0,0,0,0,0
10023772001,0,1,1,0,1,1,0,0,0
10023774001,0,0,0,0,1,0,0,0,0
10023789001,0,0,0,0,1,0,0,0,0
10023820001,0,1,0,0,0,0,0,0,0
10023830001,0,1,0,0,0,0,0,0,0
10023859001,0,1,0,0,0,0,0,0,0
10023860001,0,0,1,0,0,1,0,0,0
10023865001,0,1,0,0,0,0,0,0,0
10023900001,0,0,0,0,1,0,0,0,0
10023927001,0,0,0,0,1,0,0,0,0
10023933001,0,1,0,0,0,0,0,0,0
10023945001,0,0,0,0,1,0,0,0,0
10023964001,0,1,0,0,0,0,0,0,0
10024013001,0,1,0,0,0,0,0,0,0
10024019001,0,0,0,0,1,0,0,0,0
10024024001,0,0,0,0,1,0,0,0,0
10024028001,0,0,1,0,1,1,0,0,0
10024047001,0,1,0,0,0,0,0,0,0
10024089001,0,1,1,0,0,0,0,0,0
10024111001,0,0,0,0,1,0,0,0,0
10024160001,0,0,0,0,1,0,0,0,0
10024166001,0,0,0,0,1,0,0,0,0
10024178001,0,0,0,0,1,0,0,0,0
10024187001,0,0,1,0,1,0,0,0,0
10024217001,0,1,1,0,0,0,0,0,0
10024223001,0,1,0,0,1,0,0,0,0
10024248001,0,0,0,0,1,0,0,0,0
10024269001,0,0,0,0,1,0,0,0,0
10024303001,0,0,1,0,0,0,0,0,0
10024316001,0,0,0,0,1,0,0,0,0
10024325001,0,1,1,0,1,1,0,0,0
10024328001,0,1,0,0,0,0,0,0,0
10024331001,0,1,0,0,1,0,0,0,0
10024342001,0,0,1,0,0,0,0,0,0
10024348001,0,1,1,0,1,0,0,0,0
10024352001,0,0,1,0,0,0,0,0,0
10024381001,0,1,0,0,1,0,0,0,0
10024409001,0,0,1,0,0,1,0,0,0
10024453001,0,0,1,0,0,0,0,0,0
10024502001,0,0,0,0,1,0,0,0,0
10024616001,0,0,1,0,0,0,0,0,0
10024650001,0,1,0,0,1,0,0,0,0
10024654001,0,0,1,0,0,0,0,0,0
10024656001,0,0,0,0,1,0,0,0,0
10024676001,0,0,1,0,0,1,0,0,0
10024688001,0,0,0,0,1,0,0,0,0
10024693001,0,1,0,0,0,0,0,0,0
10024716001,0,0,1,0,0,0,0,0,0
10024718001,0,1,1,0,0,1,0,0,0
10024746001,0,1,0,0,1,0,0,0,0
10024801001,0,0,1,0,0,0,0,0,0
10024861001,0,1,0,0,1,0,0,0,0
10024866001,0,0,0,0,1,0,0,0,0
10024882001,0,0,0,0,1,0,0,0,0
10024890001,0,0,0,0,1,0,0,0,0
10024932001,0,1,1,0,0,0,0,0,0
10024989001,0,0,1,0,1,0,0,0,0
10025023001,0,1,1,0,0,0,0,0,0
10025033001,0,0,1,0,0,0,0,0,0
10025062001,0,1,0,0,0,0,0,0,0
10025090001,0,0,1,0,0,0,0,0,0
10025100001,0,0,0,0,1,0,0,0,0
10025116001,0,1,0,0,0,0,0,0,0
10025187001,0,0,0,0,1,0,0,0,0
10025192001,0,0,0,0,1,0,0,0,0
10025194001,0,0,1,0,0,1,0,0,0
10025215001,0,1,0,0,1,0,0,0,0
10025237001,0,1,1,0,1,0,0,0,0
10025252001,0,1,0,0,1,0,0,0,0
10025265001,0,0,0,0,1,0,0,0,0
10025322001,0,1,0,0,0,0,0,0,0
10025427001,0,1,0,0,1,0,0,0,0
10025440001,0,0,1,0,0,0,0,0,0
10025469001,0,0,1,0,0,0,0,0,0
10025484001,0,1,0,0,0,1,0,0,0
10025522001,0,1,0,0,0,0,0,0,0
10025576001,0,0,1,0,0,0,0,0,0
10025615001,0,0,1,0,0,0,0,0,0
10025617001,0,1,0,0,1,0,0,0,0
10025619001,0,0,1,0,0,1,0,0,0
10025631001,0,1,0,0,1,0,0,0,0
10025687001,0,0,1,0,0,0,0,0,0
10025691001,0,0,1,0,0,0,0,0,0
10025764001,0,0,0,0,1,0,0,0,0
10025781001,0,1,0,0,0,0,0,0,0
10025806001,0,0,1,0,1,0,0,0,0
10025817001,0,0,1,0,1,0,0,0,0
10025845001,0,1,0,0,0,0,0,0,0
10025856001,0,0,0,0,1,0,0,0,0
10025871001,0,0,1,0,1,0,0,0,0
10025884001,0,0,0,0,1,0,0,0,0
10025905001,0,0,1,0,0,0,0,0,0
10025918001,0,0,1,0,0,0,0,0,0
10025929001,0,1,1,0,1,1,0,0,0
10025956001,0,0,1,0,0,0,0,0,0
10025980001,0,0,0,0,0,1,0,0,0
10026003001,0,0,0,0,1,0,0,0,0
10026017001,0,0,1,0,1,1,0,0,0
10026023001,0,0,1,0,0,1,0,0,0
10026024001,0,0,0,0,0,1,0,0,0
10026052001,0,0,1,0,0,0,0,0,0
10026056001,0,0,0,0,1,0,0,0,0
10026064001,0,0,0,0,0,1,0,0,0
10026066001,1,1,1,0,1,1,0,0,0
10026069001,0,1,0,0,0,1,0,0,0
10026142001,0,1,0,0,1,0,0,0,0
10026188001,0,0,1,0,0,0,0,0,0
10026196001,0,0,0,0,1,0,0,0,0
10026198001,0,1,0,0,0,0,0,0,0
10026203001,0,0,0,0,1,0,0,0,0
10026216001,0,0,0,0,1,0,0,0,0
10026219001,0,0,0,0,1,0,0,0,0
10026237001,0,0,1,0,1,1,0,0,0
10026280001,0,1,0,0,1,0,0,0,0
10026281001,0,1,0,0,0,0,0,1,0
10026335001,0,1,0,0,1,0,0,0,0
10026375001,0,0,1,0,0,0,0,0,0
10026376001,1,0,0,0,0,0,0,0,0
10026380001,0,0,1,0,1,0,0,0,0
10026406001,0,0,1,0,0,0,0,0,0
10026451001,0,0,0,0,0,1,0,0,0
10026477001,0,0,0,0,0,1,0,0,0
10026569001,0,0,0,0,1,0,0,0,0
10026584001,0,1,0,0,0,0,0,0,0
10026601001,0,1,0,0,1,0,0,0,0
10026626001,0,0,1,0,0,0,0,0,0
10026740001,0,1,0,0,1,0,0,0,0
10026746001,0,0,0,0,0,1,0,0,0
10026748001,0,0,0,0,1,0,0,0,0
10026771001,0,0,1,0,0,1,0,0,0
10026799001,0,0,1,0,0,0,0,0,0
10026819001,0,0,0,0,1,0,0,0,0
10026835001,0,1,0,0,0,0,0,1,0
10026839001,0,1,0,0,0,1,0,0,0
10026867001,0,1,1,0,0,0,0,0,0
10026881001,0,1,0,0,1,0,0,0,0
10026891001,0,1,0,0,1,0,0,0,0
10026905001,0,0,0,0,1,0,0,0,0
10026916001,0,1,0,0,0,0,0,0,0
10026917001,0,0,1,0,1,0,0,0,0
10026951001,0,1,0,0,0,0,0,0,0
10027068001,0,0,1,0,0,0,0,0,0
10027127001,0,0,0,0,1,0,0,0,0
10027182001,0,0,0,0,0,0,0,1,0
10027190001,0,1,0,0,0,0,0,0,0
10027224001,0,0,1,0,0,0,0,0,0
10027248001,0,1,0,0,0,0,0,0,0
10027269001,0,0,1,0,1,0,0,0,0
10027299001,0,0,0,0,1,0,0,0,0
10027303001,0,1,1,0,1,0,0,0,0
10027304001,0,0,1,0,1,0,0,0,0
10027333001,0,1,0,0,1,0,0,0,0
10027349001,0,1,0,0,0,0,0,0,0
10027369001,0,1,0,0,1,0,0,0,0
10027398001,0,1,0,0,1,0,0,0,0
10027414001,0,1,0,0,1,0,0,0,0
10027434001,0,0,1,0,0,0,0,0,0
10027456001,1,1,0,0,1,0,0,1,0
10027478001,0,1,0,0,0,0,0,0,0
10027498001,0,0,1,0,0,1,0,0,0
10027539001,0,0,1,0,0,0,0,0,0
10027546001,0,0,0,0,1,0,0,0,0
10027550001,0,1,0,0,0,0,0,0,0
10027565001,0,0,1,0,0,0,0,0,0
10027584001,0,0,1,0,0,0,0,0,0
10027652001,0,0,1,0,0,1,0,0,0
10027661001,0,0,0,0,0,1,0,0,0
10027852001,0,0,0,0,1,0,0,0,0
10027901001,0,0,1,0,0,0,0,0,0
10027906001,0,0,1,0,1,1,0,0,0
10027935001,0,1,0,0,0,0,0,0,0
10028122001,0,0,1,0,0,0,0,0,0
10028125001,0,0,0,0,1,0,0,0,0
